"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","senator"
"x911264705716596736",2017-09-22 16:23:30,"x171598736","SenBobCasey","This is not just a betrayal of the victims of campus sexual assault-  it also discourages future victims from coming forward &amp; seeking help.","Twitter for iPhone",144,"x911264037236871168","x171598736","SenBobCasey",FALSE,FALSE,247,99,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x911264037236871168",2017-09-22 16:20:51,"x171598736","SenBobCasey","Secretary DeVos and this Administration have betrayed the victims of campus sexual assault with this decision. https://t.co/1PDviuJVgn","Twitter for iPhone",110,,,,TRUE,FALSE,787,439,,,"twitter.com/thehill/status…","https://t.co/1PDviuJVgn","https://twitter.com/thehill/status/911248483339862016",,,,,,,,,,,"en","x911248483339862016","JUST IN: DeVos rescinds Obama rules combating campus sexual assault https://t.co/GN8WgRoDiG https://t.co/Hxd6qAyXPL",2017-09-22 15:19:03,,78,182,"x1917731","thehill","The Hill",2988869,901,407464,"Washington, DC","The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",TRUE,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json","Washington","Washington, DC","city","United States","US",,,"-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797","Casey"
"x911246679181062144",2017-09-22 15:11:53,"x171598736","SenBobCasey","Thank you Governor, #GrahamCassidy puts the care of far too many Pennsylvanians at risk. I will emphatically vote no on this bill. https://t.co/pOJu7yhKcA","TweetDeck",130,,,,TRUE,FALSE,1628,504,"GrahamCassidy",,"twitter.com/GovernorTomWol…","https://t.co/pOJu7yhKcA","https://twitter.com/GovernorTomWolf/status/911242897500057603",,,,,,,,,,,"en","x911242897500057603","I implore @SenBobCasey and @SenToomey to reject #GrahamCassidy, which jeopardizes the wellbeing of the 12 million Pennsylvanians we serve. https://t.co/UZr0papZsf",2017-09-22 14:56:51,,1346,626,"x2978837542","GovernorTomWolf","Governor Tom Wolf",71001,810,9686,"Harrisburg, PA","York native, father, business owner, baseball fan. Currently serving as governor of Pennsylvania. Fighting for better schools, jobs, and government.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x911213718524121093",2017-09-22 13:00:54,"x171598736","SenBobCasey","Every. Single. One. https://t.co/icMGfaPIJ2","TweetDeck",19,,,,TRUE,FALSE,1925,915,,,"twitter.com/thehill/status…","https://t.co/icMGfaPIJ2","https://twitter.com/thehill/status/911183557170794497",,,,,,,,,,,"en","x911183557170794497","All 50 Medicaid directors come out against GOP bill to repeal ObamaCare https://t.co/S9Sj7reNtZ https://t.co/bOetQ1ZCH6",2017-09-22 11:01:03,,369,291,"x1917731","thehill","The Hill",2988869,901,407464,"Washington, DC","The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x911213384888127488",2017-09-22 12:59:35,"x171598736","SenBobCasey","RT @CBSPittsburgh: Sen. Casey: Latest Republican Obamacare Repeal Bill Will Cripple Opioid Treatment https://t.co/OqYao6eKBe","TweetDeck",124,,,,FALSE,TRUE,0,59,,,"pittsburgh.cbslocal.com/2017/09/21/sen…","https://t.co/OqYao6eKBe","http://pittsburgh.cbslocal.com/2017/09/21/sen-casey-latest-republican-obamacare-repeal-bill-will-cripple-opioid-treatment/",,,,,,,,,"x14085099","CBSPittsburgh","en",,,,,,,,,,,,,,,,"x911111318907887616","Sen. Casey: Latest Republican Obamacare Repeal Bill Will Cripple Opioid Treatment https://t.co/OqYao6eKBe",2017-09-22 06:14:00,,87,"x14085099","CBSPittsburgh","KDKA",161186,208,91277,"Pittsburgh, PA","Official twitter account for #KDKA-TV News - #CBS #Pittsburgh. If you send us a tweet, you consent to letting KDKA use and showcase it in any media form.",TRUE,,,,,,,,,,"Casey"
"x911213329946939392",2017-09-22 12:59:22,"x171598736","SenBobCasey","RT @905wesa: Area politicians, including Sen. Bob Casey, speak out against the proposed federal health care plan: https://t.co/WLjBAp3exf h…","TweetDeck",140,,,,FALSE,TRUE,0,17,,,"wesa.fm/post/sen-casey…","https://t.co/WLjBAp3exf","http://wesa.fm/post/sen-casey-health-care-advocates-condemn-senate-republican-plan-repeal-and-replace-obamacare#stream/0",,,,,,,,,"x240302165","905wesa","en",,,,,,,,,,,,,,,,"x911187321080373248","Area politicians, including Sen. Bob Casey, speak out against the proposed federal health care plan: https://t.co/WLjBAp3exf https://t.co/AYitd41ako",2017-09-22 11:16:01,,47,"x240302165","905wesa","90.5 WESA",9648,1005,28186,"Pittsburgh, PA","Pittsburgh's @NPR News Station.",FALSE,,,,,,,,,,"Casey"
"x910965973225738240",2017-09-21 20:36:27,"x171598736","SenBobCasey","If you promise to fight even half as hard as my new friend Claire, we'll defeat Graham-Cassidy and save Medicaid together. Keep it up. https://t.co/uzBQkhKBJW","Twitter for iPhone",134,,,,FALSE,FALSE,2087,743,,,,,,"http://pbs.twimg.com/media/DKRmuEtXkAArJAS.jpg","https://t.co/uzBQkhKBJW","https://twitter.com/SenBobCasey/status/910965973225738240/photo/1","photo","http://pbs.twimg.com/media/DKRmuEtXkAArJAS.jpg","https://t.co/uzBQkhKBJW","https://twitter.com/SenBobCasey/status/910965973225738240/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/07d9e3c701081000.json","Temple University Hospital","Temple University Hospital","poi","United States","US",,,"-75.1513338088989 -75.1513338088989 -75.1513338088989 -75.1513338088989 40.0052319069244 40.0052319069244 40.0052319069244 40.0052319069244","Casey"
"x910956031525744640",2017-09-21 19:56:57,"x171598736","SenBobCasey","Graham-Cassidy would decimate Medicaid, worsen the opioid crisis, and raise premiums in every county in Pennsylvania. It must be stopped! https://t.co/Fy6FEMdZib","Twitter for iPhone",137,,,,FALSE,FALSE,828,525,,,,,,"http://pbs.twimg.com/media/DKRdrZaW4AAAlyp.jpg","https://t.co/Fy6FEMdZib","https://twitter.com/SenBobCasey/status/910956031525744640/photo/1","photo","http://pbs.twimg.com/media/DKRdrZaW4AAAlyp.jpg","https://t.co/Fy6FEMdZib","https://twitter.com/SenBobCasey/status/910956031525744640/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/07d9e3c701081000.json","Temple University Hospital","Temple University Hospital","poi","United States","US",,,"-75.1513338088989 -75.1513338088989 -75.1513338088989 -75.1513338088989 40.0052319069244 40.0052319069244 40.0052319069244 40.0052319069244","Casey"
"x910893219705221121",2017-09-21 15:47:21,"x171598736","SenBobCasey","Here's one more: 202-224-3121. That's the number to the Capitol switchboard.","Twitter Web Client",76,"x910892242092556288","x171598736","SenBobCasey",FALSE,FALSE,392,248,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910892242092556288",2017-09-21 15:43:28,"x171598736","SenBobCasey","20%: Next year's estimated increase in premiums under Graham-Cassidy https://t.co/XwOTwaZcBS","Twitter Web Client",92,"x910891419019210752","x171598736","SenBobCasey",FALSE,FALSE,217,184,,,"cbpp.org/research/healt…","https://t.co/XwOTwaZcBS","https://www.cbpp.org/research/health/like-other-aca-repeal-bills-cassidy-graham-plan-would-add-millions-to-uninsured",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910891419019210752",2017-09-21 15:40:12,"x171598736","SenBobCasey","31%: The cut in funding over the next 20 years for kids who receive care through Medicaid. https://t.co/GAEixCBIan","Twitter Web Client",114,"x910890941170487298","x171598736","SenBobCasey",FALSE,FALSE,210,180,,,"avalere.com/expertise/life…","https://t.co/GAEixCBIan","http://avalere.com/expertise/life-sciences/insights/graham-cassidy-heller-johnson-bill-would-reduce-federal-funding-to-sta",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910890941170487298",2017-09-21 15:38:18,"x171598736","SenBobCasey","$16,174: The increase in annual health care costs for a 60-year-old earning $25K  under Graham- Cassidy via @AARP https://t.co/xVLOGw4kk4","Twitter Web Client",137,"x910889816950235136","x171598736","SenBobCasey",FALSE,FALSE,220,223,,,"aarp.org/content/dam/aa…","https://t.co/xVLOGw4kk4","http://www.aarp.org/content/dam/aarp/ppi/2017/09/graham-cassidy-legislation-threatens-affordable-coverage-for-older-americans.pdf",,,,,,,,,"x80628196","AARP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910889816950235136",2017-09-21 15:33:50,"x171598736","SenBobCasey","$17,320: The estimated insurance premium surcharge for having a child under Graham-Cassidy. https://t.co/qYIc5hAClQ","Twitter Web Client",115,"x910889089582419971","x171598736","SenBobCasey",FALSE,FALSE,256,266,,,"americanprogress.org/issues/healthc…","https://t.co/qYIc5hAClQ","https://www.americanprogress.org/issues/healthcare/news/2017/09/18/439091/graham-cassidy-aca-repeal-bill-cause-huge-premium-increases-people-pre-existing-conditions/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910889089582419971",2017-09-21 15:30:57,"x171598736","SenBobCasey","$4.1 Trillion: the amount of health care funding states would lose over the next 20 years. https://t.co/GAEixCBIan","Twitter Web Client",114,"x910888732412272641","x171598736","SenBobCasey",FALSE,FALSE,203,170,,,"avalere.com/expertise/life…","https://t.co/GAEixCBIan","http://avalere.com/expertise/life-sciences/insights/graham-cassidy-heller-johnson-bill-would-reduce-federal-funding-to-sta",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910888732412272641",2017-09-21 15:29:31,"x171598736","SenBobCasey","32 Million: The number of people who are likely to lose health insurance under Graham Cassidy over the next 10 years https://t.co/gTakwYWmAn","Twitter Web Client",140,"x910888252411908096","x171598736","SenBobCasey",FALSE,FALSE,354,309,,,"commonwealthfund.org/publications/b…","https://t.co/gTakwYWmAn","http://www.commonwealthfund.org/publications/blog/2017/sep/potential-effects-of-graham-cassidy",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910888252411908096",2017-09-21 15:27:37,"x171598736","SenBobCasey","Time for some numbers: 32 Million, 4.1 trillion, 17,320, 16,174, 31% and 20%. Any guesses as to what these numbers mean?","Twitter Web Client",120,,,,FALSE,FALSE,1001,626,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910873101487001602",2017-09-21 14:27:25,"x171598736","SenBobCasey","RT @WPXITonyRuffolo: .@SenBobCasey press conf about #GrahamCassidyBill &amp; #opioidcrisis. #WPXI #Pittsburgh https://t.co/jcS1wgyqO4","TweetDeck",133,,,,FALSE,TRUE,0,16,"GrahamCassidyBill opioidcrisis WPXI Pittsburgh",,,,,"http://pbs.twimg.com/media/DKQR-AxXkAAS9za.jpg","https://t.co/jcS1wgyqO4","https://twitter.com/WPXITonyRuffolo/status/910872789942489090/photo/1","photo","http://pbs.twimg.com/media/DKQR-AxXkAAS9za.jpg http://pbs.twimg.com/media/DKQR-AuXoAAEJVs.jpg http://pbs.twimg.com/media/DKQR-AwWkAES5S9.jpg","https://t.co/jcS1wgyqO4 https://t.co/jcS1wgyqO4 https://t.co/jcS1wgyqO4","https://twitter.com/WPXITonyRuffolo/status/910872789942489090/photo/1 https://twitter.com/WPXITonyRuffolo/status/910872789942489090/photo/1 https://twitter.com/WPXITonyRuffolo/status/910872789942489090/photo/1",,"x1708098181 171598736","WPXITonyRuffolo SenBobCasey","en",,,,,,,,,,,,,,,,"x910872789942489090",".@SenBobCasey press conf about #GrahamCassidyBill &amp; #opioidcrisis. #WPXI #Pittsburgh https://t.co/jcS1wgyqO4",2017-09-21 14:26:10,,34,"x1708098181","WPXITonyRuffolo","Tony Ruffolo",1625,215,2981,"Pittsburgh, PA","News Photographer at WPXI. If you send me a tweet, I may reuse it. RTs are not endorsements. Instagram: wpxitonyruffolo truffolo@wpxi.com",FALSE,,,,,,,,,,"Casey"
"x910871367901417474",2017-09-21 14:20:31,"x171598736","SenBobCasey","There’s nothing ‘moderate’ about Graham-Cassidy. It’s a truly radical “plan” that would decimate health care. https://t.co/b0O8xQJxGG","Twitter Web Client",133,,,,FALSE,FALSE,463,263,,,"talkingpointsmemo.com/dc/graham-cass…","https://t.co/b0O8xQJxGG","http://talkingpointsmemo.com/dc/graham-cassidy-strips-away-the-few-concessions-gop-moderates-already-won",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910869202113835009",2017-09-21 14:11:55,"x171598736","SenBobCasey",".@SenateMajLdr torpedoed a bipartisan health care fix in order to pass a bill that will raise premiums, reduce coverage &amp; decimate Medicaid. https://t.co/7N7EC1i1iy","Twitter Web Client",144,,,,TRUE,FALSE,362,285,,,"twitter.com/JRubinBlogger/…","https://t.co/7N7EC1i1iy","https://twitter.com/JRubinBlogger/status/910498255448002561",,,,,,,,,"x1249982359","SenateMajLdr","en","x910498255448002561","squashing the Alexander-Murray effort made clear bipartisanship will be punished, not rewarded. https://t.co/UUz09zIIOw",2017-09-20 13:37:54,,109,76,"x218975278","JRubinBlogger","Jennifer Rubin",150032,640,69194,"Washington DC","Conservative blogger at @WashingtonPost's Right Turn, MSNBC contributor, recovering lawyer and friend of @Israel.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910841410445873153",2017-09-21 12:21:29,"x171598736","SenBobCasey","32 million reasons to vote no on Graham-Cassidy. https://t.co/NHdLPu8Tkw","Twitter for iPhone",48,,,,TRUE,FALSE,8426,5401,,,"twitter.com/aslavitt/statu…","https://t.co/NHdLPu8Tkw","https://twitter.com/aslavitt/status/910528446195011585",,,,,,,,,,,"en","x910528446195011585","JUST RELEASED: 32 million to lose coverage under Graham-Cassidy ACA repeal.

https://t.co/4wq0OHp7a3",2017-09-20 15:37:53,,6120,9097,"x1383272101","ASlavitt","Andy Slavitt",192120,589,18818,"Edina, MN and Washington, DC","Ran Medicare/caid & ACA for 44. Board Chair, @usofcare. Investing in solutions for under-served populations . @usatoday, columnist. My opinions.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910642631159566336",2017-09-20 23:11:36,"x171598736","SenBobCasey","Every major patient advocacy group disagrees with you. https://t.co/gHZ4w8bmGt https://t.co/iKUEMjcwTQ","Twitter for iPhone",78,,,,FALSE,FALSE,806,414,,,"fortune.com/2017/09/19/gra… twitter.com/realdonaldtrum…","https://t.co/gHZ4w8bmGt https://t.co/iKUEMjcwTQ","http://fortune.com/2017/09/19/graham-cassidy-jimmy-kimmel-pre-existing-conditions/ https://twitter.com/realdonaldtrump/status/910641701064204288",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910623458547191810",2017-09-20 21:55:25,"x171598736","SenBobCasey","The most frustrating thing about this (besides, you know, the actual policy) is that we were making progress on a bipartisan fix to the ACA. https://t.co/zCwMCkERfm","Twitter Web Client",140,,,,TRUE,FALSE,1311,656,,,"twitter.com/thehill/status…","https://t.co/zCwMCkERfm","https://twitter.com/thehill/status/910360639192932353",,,,,,,,,,,"en","x910360639192932353","GOP chairman declares bipartisan ObamaCare fix dead as repeal bill gains steam https://t.co/1P6ULcr70K https://t.co/7wlvxiSCEd",2017-09-20 04:31:04,,64,139,"x1917731","thehill","The Hill",2988869,901,407464,"Washington, DC","The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910611006337974272",2017-09-20 21:05:56,"x171598736","SenBobCasey","The lies coming from @SenateGOP are being exposed. Under Graham-Cassidy, those with pre-existing conditions will lose their protections. https://t.co/r7ltLpcdKi","Twitter Web Client",136,,,,TRUE,FALSE,690,553,,,"twitter.com/StevenTDennis/…","https://t.co/r7ltLpcdKi","https://twitter.com/StevenTDennis/status/910576712966180869",,,,,,,,,"x14344823","SenateGOP","en","x910576712966180869","Cassidy tells me bill is ""guarantee"" people w/pre-existing conditions have adequate and affordable coverage. But... https://t.co/XFswK8hTFD",2017-09-20 18:49:40,,60,62,"x46557945","StevenTDennis","Steven Dennis",70737,9387,74098,"Washington, DC","@Bloomberg reporter. I talk to U.S. Senators in hallways. Russia, health, politics. Ex-WH/CQ/Roll Call. Dad. Pie. Opinions mine. Email sdennis17@bloomberg.net",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910599765129355264",2017-09-20 20:21:16,"x171598736","SenBobCasey","Your advocacy is working, but don't let up until we defeat this travesty of a health care ""plan."" https://t.co/QmttLoQ8Kj","Twitter Web Client",97,,,,TRUE,FALSE,2305,1473,,,"twitter.com/edatpost/statu…","https://t.co/QmttLoQ8Kj","https://twitter.com/edatpost/status/910597063406170112",,,,,,,,,,,"en","x910597063406170112","GRASSLEY: ""I think we’re one or two votes short and I don’t see those other one or two votes coming."" https://t.co/OiMrM8LT6f",2017-09-20 20:10:32,,342,231,"x16930125","edatpost","Ed O'Keefe",69618,17561,46126,"Washington, D.C.","@washingtonpost reporter. @cbsnews contributor. Husband. Dad. Son. Brother. Proud @AmericanU alum & @NAHJ member. ed.okeefe@washpost.com. Personal: @ed_okeefe",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910594287624245249",2017-09-20 19:59:30,"x171598736","SenBobCasey","To all those celebrating #RoshHashanah tonight, L'Shanah Tovah!","Twitter Web Client",63,,,,FALSE,FALSE,177,32,"RoshHashanah",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910579017589362690",2017-09-20 18:58:50,"x171598736","SenBobCasey","This is a crooked, shameful pursuit of an ideological trophy, no matter who gets hurt along the way. https://t.co/pOM62i3n10","Twitter Web Client",100,,,,TRUE,FALSE,354,205,,,"twitter.com/jasonnobleDMR/…","https://t.co/pOM62i3n10","https://twitter.com/jasonnobleDMR/status/910540134893936640",,,,,,,,,,,"en","x910540134893936640","Amazing quote from @ChuckGrassley here: Despite many reasons to oppose Graham-Cassidy, GOP must support it to uphold campaign promises. https://t.co/aLDyl4XhtI",2017-09-20 16:24:19,,5446,5481,"x27763028","jasonnobleDMR","Jason Noble",11086,2062,27925,"Iowa","Chief politics reporter at @DMRegister | creator of @ThreeTicketsDMR | The country I come from is called the Midwest",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910577061835739137",2017-09-20 18:51:03,"x171598736","SenBobCasey","Huge losses for PA, which is why @GovernorTomWolf is also leading the charge against this scheme. https://t.co/JiZodVmryn","Twitter Web Client",97,,,,TRUE,FALSE,302,192,,,"twitter.com/ezraklein/stat…","https://t.co/JiZodVmryn","https://twitter.com/ezraklein/status/910560720298921984",,,,,,,,,"x2978837542","GovernorTomWolf","en","x910560720298921984","Which states win and which states lose under Graham-Cassidy, in one map: https://t.co/CLp3EorbX2 https://t.co/a1gtSyEaBB",2017-09-20 17:46:07,,166,257,"x18622869","ezraklein","Ezra Klein",2409094,1122,44037,"DC","Founder and editor-at-large, https://t.co/5gESirESRH. Come work with us! https://t.co/VhALOi3yKC",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910576191454765056",2017-09-20 18:47:36,"x171598736","SenBobCasey",".@SenateGOP: Put your constituents first- don't cut health care funding in your own states. https://t.co/8qZk1X5XB2","Twitter Web Client",91,,,,FALSE,FALSE,235,124,,,"twitter.com/JohnJHarwood/s…","https://t.co/8qZk1X5XB2","https://twitter.com/JohnJHarwood/status/910551144635695104",,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910569223927353344",2017-09-20 18:19:55,"x171598736","SenBobCasey","Almost like it’s a political stunt and not a genuine attempt to improve our health care system. <f0><U+009F><U+00A4><U+0094> https://t.co/rOrfOahQ9j","Twitter Web Client",97,,,,TRUE,FALSE,772,396,,,"twitter.com/dylanlscott/st…","https://t.co/rOrfOahQ9j","https://twitter.com/dylanlscott/status/910538251672457216",,,,,,,,,,,"en","x910538251672457216","The core of Graham-Cassidy is taking money from pro-Obamacare states and giving it to anti-Obamacare states:

https://t.co/JagwjxmvZq",2017-09-20 16:16:50,,678,845,"x118130765","dylanlscott","Dylan Scott",25886,1709,50208,"Washington, D.C.","Cover health care and more for @voxdotcom. Started from @mountvernonnews and @ohiou. I'm at dylan.scott@vox.com or DM for Signal.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910559214774480897",2017-09-20 17:40:08,"x171598736","SenBobCasey","No legislative bribe will change the fact that Cassidy-Graham will jack up premiums, reduce coverage and end basic protections. https://t.co/I7USEYu6EA","Twitter Web Client",127,,,,TRUE,FALSE,211,140,,,"twitter.com/jbarro/status/…","https://t.co/I7USEYu6EA","https://twitter.com/jbarro/status/910541921793257474",,,,,,,,,,,"en","x910541921793257474","There's some sort of Alaska Purchase provision in Graham-Cassidy, and we're awaiting projections of what it's worth. https://t.co/kJpwSZfM9R",2017-09-20 16:31:25,,61,70,"x16244449","jbarro","Josh Barro",231651,2283,48092,"New York, New York","Senior Editor at Business Insider. MSNBC contributor. Host of KCRW's Left, Right & Center. I'm not under investigation.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910556618076622849",2017-09-20 17:29:49,"x171598736","SenBobCasey","Get ready. The @SenateGOP will try to pass their scheme next week. This terrible bill must be stopped. https://t.co/3molZwhxMX","Twitter Web Client",102,,,,TRUE,FALSE,284,211,,,"twitter.com/politico/statu…","https://t.co/3molZwhxMX","https://twitter.com/politico/status/910555868848099328",,,,,,,,,"x14344823","SenateGOP","en","x910555868848099328","#BREAKING: McConnell spokesman: Senate to vote next week on #GrahamCassidyBill https://t.co/jOMzkQ1P65 https://t.co/xxPcODkprM",2017-09-20 17:26:51,,236,521,"x9300262","politico","POLITICO",3561906,1352,264707,"Washington, D.C.","Nobody knows politics like POLITICO.

Sign up for the only politics newsletter you need in the link below.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910547780531343360",2017-09-20 16:54:42,"x171598736","SenBobCasey","“undermines safeguards for those preexisting conditions.” CC @SenateGOP https://t.co/hvMFYPhTqC","Twitter Web Client",71,,,,TRUE,FALSE,244,211,,,"twitter.com/meridithmcgraw…","https://t.co/hvMFYPhTqC","https://twitter.com/meridithmcgraw/status/910539472919498752",,,,,,,,,"x14344823","SenateGOP","en","x910539472919498752","New: Blue Cross Blue Shield @BCBSAssociation says they share the ""significant concerns"" healthcare orgs have about Graham-Cassidy: https://t.co/JksmXdWstW",2017-09-20 16:21:42,,50,59,"x20493166","meridithmcgraw","Meridith McGraw",5182,3116,10869,"DC, also claim WV + Austin, TX","Journalist @ABC News in Washington, D.C. Thoughts, comments, suggestions: Meridith.McGraw@abc.com or meridith.mcgraw@gmail.com",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910546692394676224",2017-09-20 16:50:23,"x171598736","SenBobCasey",".@NPR seems to have read and understood the Graham-Cassidy bill, the @SenateGOP should give it a try. https://t.co/004kgdKU5J","Twitter Web Client",101,,,,TRUE,FALSE,1113,644,,,"twitter.com/NPR/status/910…","https://t.co/004kgdKU5J","https://twitter.com/NPR/status/910540934177320961",,,,,,,,,"x5392522 14344823","NPR SenateGOP","en","x910540934177320961","Sen @BillCassidy called our reading of his health care bill on pre-existing conditions false. Here’s how we read it: https://t.co/6vkONctK7B https://t.co/sA4wAEXvh3",2017-09-20 16:27:30,,5533,4693,"x5392522","NPR","NPR",7460515,72261,144239,"","News. Arts & Life. Music. Everything and more from NPR.

<f0><U+009F><U+0095><U+00B5><U+FE0F> Securely send us news tips: https://t.co/LPkf6Tsozm",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910534899660148737",2017-09-20 16:03:31,"x171598736","SenBobCasey","You know all those lies the GOP told about the ACA process? It turns out they’re true about the Graham-Cassidy bill. https://t.co/QPKu1pLVBC","Twitter Web Client",140,,,,FALSE,FALSE,151,111,,,"axios.com/repeal-first-a…","https://t.co/QPKu1pLVBC","https://www.axios.com/repeal-first-ask-questions-later-2487304991.html",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910534559267196930",2017-09-20 16:02:10,"x171598736","SenBobCasey","RT @ASlavitt: NEW: Graham Cassidy repeal: A series of independent non-partisan analyses have just been released.

Here it is in one place:…","Twitter Web Client",139,,,,FALSE,TRUE,0,4608,,,,,,,,,,,,,,"x1383272101","ASlavitt","en",,,,,,,,,,,,,,,,"x910533398069997569","NEW: Graham Cassidy repeal: A series of independent non-partisan analyses have just been released.

Here it is in one place: https://t.co/yiix00fM70",2017-09-20 15:57:33,,3085,"x1383272101","ASlavitt","Andy Slavitt",192120,589,18818,"Edina, MN and Washington, DC","Ran Medicare/caid & ACA for 44. Board Chair, @usofcare. Investing in solutions for under-served populations . @usatoday, columnist. My opinions.",TRUE,,,,,,,,,,"Casey"
"x910529959348891649",2017-09-20 15:43:53,"x171598736","SenBobCasey","An essential read from the Secretary of Health of Senator Cassidy's home state. https://t.co/R2swwxLUvI","Twitter Web Client",79,,,,TRUE,FALSE,197,198,,,"twitter.com/rebekahgeemd/s…","https://t.co/R2swwxLUvI","https://twitter.com/rebekahgeemd/status/909942959419936768",,,,,,,,,,,"en","x909942959419936768","My letter to @BillCassidy explaining how his bill uniquely and disproportionally hurts his home state of Louisiana. https://t.co/5re6ETMMiw",2017-09-19 00:51:22,,7679,5285,"x40771235","rebekahgeemd","Rebekah Gee",2766,193,1219,"New Orleans LA","Secretary of the Louisiana Department of Health. Working to improve the lives of Louisianans through better health and health care. Mother of dragons (5).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x910527954760876032",2017-09-20 15:35:55,"x171598736","SenBobCasey","Turns out that when independent experts are allowed to examine the @SenateGOP bill, they find it's destructive to Americans’ health care. https://t.co/tGGezxU4pb","Twitter Web Client",137,,,,TRUE,FALSE,600,415,,,"twitter.com/ThePlumLineGS/…","https://t.co/tGGezxU4pb","https://twitter.com/ThePlumLineGS/status/910492485037805568",,,,,,,,,"x14344823","SenateGOP","en","x910492485037805568","The new study from Avalere is a big blow to Graham-Cassidy. A lot of GOP states take a huge hit:

https://t.co/X2No2c6oJy",2017-09-20 13:14:59,,581,653,"x20508720","ThePlumLineGS","Greg Sargent",178043,3935,120150,"","A blog about politics, politics, and politics",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
